id,car_brand,car_registration_year,car_eng_pow,customer_age,postal_code,claim_amount,policy_id,marital_status,file_Name,policy_start,policy_end,car_age,car_age_group,car_eng_pow_group,customer_age_group,exposure
641,Jaguar,1998,339.0,85.0,1267,716.58,P16785,Single,task_data_1.csv,2020-07-03,2021-06-03,24.4,"[9.4, 35.4)",250+,"[80, 90)",0.9171988473411501
642,Jeep,2006,121.0,94.0,,0.0,P27958,Single,task_data_1.csv,2020-07-04,2021-05-30,16.4,"[9.4, 35.4)",100-250,"[90, 100)",0.0
643,GMC,1994,429.0,84.0,,2170.99,P92202,Single,task_data_1.csv,2020-11-08,2021-03-28,28.4,"[9.4, 35.4)",250+,"[80, 90)",0.38330698097839105
644,GMC,1999,400.0,86.0,42304CEDEX,2149.3,P23064,Married,task_data_1.csv,2019-12-03,2021-07-01,23.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
645,Buick,1985,158.0,79.0,,1567.1,P52985,Single,task_data_1.csv,2020-03-05,2021-12-25,37.4,"[35.4, 61.4)",100-250,"[70, 80)",1.0
646,Infiniti,1992,273.0,90.0,33158,1382.67,P15912,Married,task_data_1.csv,2019-11-14,2022-02-27,30.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
647,Lincoln,1985,385.0,63.0,2808,1084.97,P87268,Married,task_data_1.csv,2020-08-12,2021-08-05,37.4,"[35.4, 61.4)",250+,"[60, 70)",0.9801707085018857
648,Ford,2003,159.0,35.0,1410,265.84,P33720,Married,task_data_1.csv,2019-07-03,2021-10-27,19.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
649,Chevrolet,1994,64.0,37.0,,255.7,P37195,Single,task_data_1.csv,2019-12-02,2022-01-12,28.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
650,GMC,2008,382.0,16.0,9104,1479.4,P82143,Married,task_data_1.csv,2020-06-26,2021-06-26,14.4,"[9.4, 35.4)",250+,"[20, 30)",0.9993360575508052
651,BMW,2005,439.0,60.0,46964,2286.35,P98385,Married,task_data_1.csv,2019-07-18,2021-04-13,17.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
652,Mitsubishi,2012,466.0,71.0,89294000,1206.81,P45935,Married,task_data_1.csv,2019-08-14,2021-01-21,10.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
653,Cadillac,2012,361.0,69.0,17020,268.99,P36631,Married,task_data_1.csv,2020-07-16,2022-01-31,10.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
654,Dodge,2001,403.0,18.0,,2218.49,P97886,Single,task_data_1.csv,2019-08-23,2021-02-07,21.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
655,Isuzu,2007,343.0,93.0,65160,277.56,P57679,Married,task_data_1.csv,2020-11-27,2021-04-15,15.4,"[9.4, 35.4)",250+,"[90, 100)",0.38056907397140255
656,Lexus,1997,306.0,33.0,,232.33,P23269,Single,task_data_1.csv,2019-09-23,2021-10-16,25.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
657,Saab,1987,445.0,24.0,,634.99,P08501,Married,task_data_1.csv,2020-03-18,2021-02-07,35.4,"[35.4, 61.4)",250+,"[20, 30)",0.8925576842782534
658,Jaguar,2003,315.0,64.0,AD600,1054.68,P90065,Single,task_data_1.csv,2019-07-01,2021-03-06,19.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
659,Chevrolet,2002,245.0,23.0,,196.57,P46904,Single,task_data_1.csv,2020-04-07,2021-10-22,20.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
660,Kia,2011,97.0,45.0,4720609,590.52,P01389,Single,task_data_1.csv,2020-04-01,2021-01-20,11.4,"[9.4, 35.4)",0-100,"[40, 50)",0.8049446600546213
661,Lexus,2013,234.0,92.0,78067CEDEX,2385.84,P11722,Single,task_data_1.csv,2019-08-07,2022-02-03,9.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
662,Chevrolet,1994,83.0,48.0,,1942.99,P65638,Single,task_data_1.csv,2019-10-22,2021-03-14,28.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
663,GMC,1993,417.0,33.0,416010,1586.54,P34065,Single,task_data_1.csv,2020-07-21,2021-04-30,29.4,"[9.4, 35.4)",250+,"[30, 40)",0.7748276829777476
664,BMW,2006,196.0,46.0,1950,1994.6,P16684,Married,task_data_1.csv,2019-01-02,2021-03-03,16.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
665,Dodge,2010,141.0,49.0,,718.6,P39177,Married,task_data_1.csv,2020-05-23,2021-04-30,12.4,"[9.4, 35.4)",100-250,"[40, 50)",0.9363641963900696
666,Fairthorpe,1960,482.0,86.0,92883,785.37,P02204,Married,task_data_1.csv,2020-08-18,2021-06-11,62.4,"[61.4, 87.4)",250+,"[80, 90)",0.8131583810755868
667,Volkswagen,1986,225.0,100.0,646860,1836.79,P15856,Married,task_data_1.csv,2019-11-13,2021-05-10,36.4,"[35.4, 61.4)",100-250,"[20, 30)",1.0
668,Infiniti,1995,56.0,69.0,11403,1554.53,P35982,Single,task_data_1.csv,2020-01-17,2021-05-03,27.4,"[9.4, 35.4)",0-100,"[60, 70)",1.0
669,Toyota,2010,412.0,77.0,,17.57,P87732,Married,task_data_1.csv,2020-07-20,2021-01-03,12.4,"[9.4, 35.4)",250+,"[70, 80)",0.4572304701670808
670,Acura,1997,164.0,61.0,,668.3,P10612,Married,task_data_1.csv,2020-02-12,2021-11-13,25.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
670,Acura,1997,164.0,61.0,,668.3,P10612,Married,task_data_1.csv,2020-08-21,2022-02-22,25.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
671,Toyota,2008,393.0,95.0,,1167.06,P79364,Single,task_data_1.csv,2019-02-16,2021-03-06,14.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
672,Mitsubishi,1997,164.0,44.0,861088,1479.0,P42514,Married,task_data_1.csv,2020-02-25,2021-04-09,25.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
673,Jeep,2005,351.0,93.0,67526,1466.64,P63807,Single,task_data_1.csv,2020-11-17,2021-12-31,17.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
674,Ford,1999,443.0,18.0,,2116.68,P85130,Single,task_data_1.csv,2019-03-01,2021-06-09,23.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
675,Ford,2013,414.0,36.0,9303,1624.21,P07587,Married,task_data_1.csv,2020-01-04,2021-02-28,9.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
676,Mitsubishi,2005,261.0,81.0,,0.0,P48257,Single,task_data_1.csv,2020-10-10,2021-01-09,17.4,"[9.4, 35.4)",250+,"[80, 90)",0.0
677,Cadillac,2006,461.0,36.0,347850,955.31,P87725,Married,task_data_1.csv,2019-03-15,2021-08-30,16.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
678,Bentley,2011,263.0,20.0,,824.18,P25720,Married,task_data_1.csv,2019-11-20,2021-08-29,11.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
679,Mitsubishi,2000,302.0,74.0,,392.15,P64126,Single,task_data_1.csv,2019-08-24,2022-01-14,22.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
680,Chevrolet,1969,248.0,69.0,32350,1802.97,P88134,Married,task_data_1.csv,2020-03-29,2021-11-21,53.4,"[35.4, 61.4)",100-250,"[60, 70)",1.0
681,Mercedes-Benz,2002,274.0,64.0,,1834.14,P21526,Single,task_data_1.csv,2019-06-28,2021-08-19,20.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
682,Mazda,2006,264.0,65.0,140093,449.57,P97277,Married,task_data_1.csv,2019-12-07,2021-09-03,16.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
683,Mazda,2006,50.0,98.0,69670000,1851.3,P27426,Married,task_data_1.csv,2019-04-20,2021-11-09,16.4,"[9.4, 35.4)",0-100,"[90, 100)",1.0
684,BMW,2011,175.0,39.0,,1202.1,P83897,Married,task_data_1.csv,2019-08-16,2022-01-15,11.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
685,Chrysler,2005,448.0,54.0,16935,2030.78,P10006,Single,task_data_1.csv,2019-01-14,2021-09-24,17.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
686,Mitsubishi,2008,75.0,87.0,2714,1587.87,P08013,Married,task_data_1.csv,2019-09-23,2021-02-18,14.4,"[9.4, 35.4)",0-100,"[80, 90)",1.0
687,Volkswagen,1999,188.0,42.0,,2494.66,P06742,Married,task_data_1.csv,2019-03-14,2021-11-20,23.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
688,Pontiac,1989,211.0,62.0,,2207.54,P31622,Single,task_data_1.csv,2020-11-23,2021-08-19,33.4,"[9.4, 35.4)",100-250,"[60, 70)",0.7364969848799086
689,Nissan,2000,380.0,31.0,,25.1,P77134,Married,task_data_1.csv,2019-04-23,2021-02-19,22.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
690,Ford,1987,377.0,40.0,,2266.19,P73041,Single,task_data_1.csv,2019-08-11,2021-03-21,35.4,"[35.4, 61.4)",250+,"[40, 50)",1.0
691,Saturn,2000,346.0,90.0,41918,977.17,P17918,Married,task_data_1.csv,2019-02-06,2021-12-06,22.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
692,Nissan,2009,226.0,54.0,30502,2223.23,P84571,Single,task_data_1.csv,2019-09-17,2021-08-11,13.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
693,Lotus,2011,140.0,26.0,,1572.0,P86464,Single,task_data_1.csv,2020-03-01,2021-12-21,11.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
694,Morgan,2007,164.0,41.0,,2097.78,P14944,Single,task_data_1.csv,2019-09-19,2021-04-13,15.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
695,Toyota,1998,239.0,37.0,,2389.84,P01520,Single,task_data_1.csv,2019-05-10,2022-01-21,24.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
696,BMW,2008,103.0,49.0,3011,1303.95,P79842,Single,task_data_1.csv,2020-10-31,2022-01-17,14.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
697,Volkswagen,1984,302.0,96.0,,151.0,P55559,Single,task_data_1.csv,2020-03-16,2021-09-01,38.4,"[35.4, 61.4)",250+,"[90, 100)",1.0
698,Chevrolet,2004,412.0,81.0,4200949,682.2,P39941,Single,task_data_1.csv,2019-12-26,2021-07-07,18.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
699,Toyota,2002,426.0,83.0,,1819.9,P71858,Married,task_data_1.csv,2019-11-13,2021-10-24,20.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
700,Kia,2000,250.0,58.0,,1847.69,P12465,Married,task_data_1.csv,2020-07-31,2021-02-25,22.4,"[9.4, 35.4)",250+,"[50, 60)",0.572222564460598
701,BMW,2010,208.0,92.0,,1734.33,P19419,Married,task_data_1.csv,2020-08-08,2021-08-20,12.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
702,GMC,2004,382.0,100.0,,2481.85,P01435,Married,task_data_1.csv,2019-03-09,2021-11-19,18.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
703,Chevrolet,2001,399.0,92.0,,1619.88,P49903,Married,task_data_1.csv,2020-02-03,2021-11-18,21.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
704,Honda,2011,118.0,39.0,6040104,454.99,P20514,Married,task_data_1.csv,2020-08-14,2021-02-12,11.4,"[9.4, 35.4)",100-250,"[30, 40)",0.49829907527190836
705,Volkswagen,1990,454.0,49.0,393917,43.4,P71768,Single,task_data_1.csv,2019-04-09,2021-12-15,32.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
706,Chevrolet,2006,280.0,80.0,46158,1937.47,P90218,Single,task_data_1.csv,2020-04-29,2021-02-07,16.4,"[9.4, 35.4)",250+,"[80, 90)",0.7775655899847361
707,Ford,2001,50.0,67.0,,955.98,P72041,Married,task_data_1.csv,2019-06-15,2021-07-02,21.4,"[9.4, 35.4)",0-100,"[60, 70)",1.0
708,Mercury,2003,131.0,58.0,9221,476.52,P39990,Married,task_data_1.csv,2019-10-30,2021-09-08,19.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
709,Jaguar,2013,145.0,90.0,87270000,1963.42,P12191,Single,task_data_1.csv,2020-03-16,2021-11-28,9.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
710,Chevrolet,2011,394.0,24.0,,793.33,P92224,Single,task_data_1.csv,2020-02-21,2021-09-11,11.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
711,Lincoln,2012,122.0,85.0,,1229.69,P78888,Married,task_data_1.csv,2019-09-16,2021-01-27,10.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
712,Acura,2005,150.0,80.0,1841,1633.65,P02254,Single,task_data_1.csv,2019-02-21,2021-08-24,17.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
713,Mercury,2008,117.0,75.0,,573.15,P39855,Married,task_data_1.csv,2020-06-12,2021-01-20,14.4,"[9.4, 35.4)",100-250,"[70, 80)",0.6078153555514487
714,GMC,1994,167.0,69.0,188355,1333.75,P20503,Married,task_data_1.csv,2020-01-12,2021-07-07,28.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
715,Hyundai,2002,278.0,94.0,,402.21,P94299,Single,task_data_1.csv,2020-09-20,2021-11-18,20.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
716,Chrysler,2004,409.0,72.0,88817,1165.81,P26071,Single,task_data_1.csv,2020-05-25,2021-11-26,18.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
717,Aston Martin,2010,474.0,64.0,3410,1045.57,P27947,Single,task_data_1.csv,2019-10-04,2021-04-29,12.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
718,Saab,1992,398.0,29.0,655735,2282.09,P64343,Married,task_data_1.csv,2020-08-11,2021-02-04,30.4,"[9.4, 35.4)",250+,"[20, 30)",0.48460954023696584
719,Dodge,1993,316.0,47.0,9190201,0.0,P49814,Single,task_data_1.csv,2020-02-24,2021-12-09,29.4,"[9.4, 35.4)",250+,"[40, 50)",0.0
720,GMC,1995,112.0,74.0,,1005.28,P61590,Single,task_data_1.csv,2020-03-29,2021-02-04,27.4,"[9.4, 35.4)",100-250,"[70, 80)",0.8542269861804144
721,Audi,1986,94.0,77.0,78105CEDEX,1518.9,P45987,Married,task_data_1.csv,2020-02-21,2021-12-03,36.4,"[35.4, 61.4)",0-100,"[70, 80)",1.0
722,Chevrolet,1996,126.0,75.0,34004,312.73,P83446,Married,task_data_1.csv,2020-09-09,2022-01-17,26.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
723,Land Rover,1994,339.0,96.0,75390CEDEX08,1229.26,P46900,Married,task_data_1.csv,2020-05-31,2021-11-25,28.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
724,Ford,1992,208.0,62.0,,1642.23,P05516,Single,task_data_1.csv,2019-10-21,2021-02-26,30.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
725,Acura,2011,61.0,56.0,19191,1901.05,P43209,Single,task_data_1.csv,2019-05-11,2021-08-01,11.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
726,Acura,2010,305.0,98.0,9600,51.03,P23910,Single,task_data_1.csv,2020-12-17,2021-03-03,12.4,"[9.4, 35.4)",250+,"[90, 100)",0.20808093253112658
727,Toyota,2011,470.0,64.0,,2143.96,P50745,Married,task_data_1.csv,2019-07-12,2022-01-18,11.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
728,Audi,1990,204.0,21.0,,1048.97,P33214,Married,task_data_1.csv,2020-06-16,2022-01-27,32.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
729,Pontiac,1986,322.0,89.0,,22.63,P89628,Single,task_data_1.csv,2019-05-14,2021-04-06,36.4,"[35.4, 61.4)",250+,"[80, 90)",1.0
730,Dodge,1970,476.0,58.0,35401,2431.39,P53648,Married,task_data_1.csv,2020-04-05,2021-01-15,52.4,"[35.4, 61.4)",250+,"[50, 60)",0.7803034969917246
731,Mazda,1992,445.0,36.0,,14.57,P90183,Single,task_data_1.csv,2019-02-23,2021-09-15,30.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
732,Chevrolet,2003,497.0,35.0,,1754.94,P57758,Single,task_data_1.csv,2019-01-14,2021-08-15,19.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
733,Mercedes-Benz,1985,54.0,30.0,61150,1999.97,P85833,Married,task_data_1.csv,2020-01-23,2022-01-10,37.4,"[35.4, 61.4)",0-100,"[30, 40)",1.0
734,Mitsubishi,1988,159.0,85.0,,2075.39,P54269,Married,task_data_1.csv,2020-06-11,2022-01-07,34.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
735,Mazda,1992,277.0,62.0,,1931.59,P01079,Single,task_data_1.csv,2020-08-22,2021-01-07,30.4,"[9.4, 35.4)",250+,"[60, 70)",0.37783116696441404
736,Volkswagen,2010,224.0,93.0,238703,2473.58,P44241,Married,task_data_1.csv,2019-04-08,2021-05-12,12.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
737,GMC,2006,485.0,34.0,,1224.02,P18651,Single,task_data_1.csv,2020-06-14,2021-07-03,16.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
738,Oldsmobile,1997,322.0,60.0,,461.72,P44504,Single,task_data_1.csv,2020-08-16,2022-01-01,25.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
739,Ford,2010,104.0,96.0,,889.57,P01145,Married,task_data_1.csv,2020-04-25,2020-12-31,12.4,"[9.4, 35.4)",100-250,"[90, 100)",0.6844767517471269
740,Mazda,2001,366.0,54.0,,2397.1,P07578,Single,task_data_1.csv,2019-04-03,2021-10-19,21.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
741,Nissan,1999,449.0,38.0,2104,436.88,P33612,Single,task_data_1.csv,2020-05-04,2021-12-20,23.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
742,Dodge,2000,214.0,90.0,42674,1398.61,P31095,Married,task_data_1.csv,2020-02-08,2021-06-02,22.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
743,Lotus,1987,445.0,73.0,4137,1321.73,P46794,Single,task_data_1.csv,2020-06-21,2021-01-21,35.4,"[35.4, 61.4)",250+,"[70, 80)",0.5859120994955407
744,Toyota,1998,270.0,43.0,25071CEDEX9,2484.89,P97568,Married,task_data_1.csv,2019-11-02,2021-06-12,24.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
745,Infiniti,2011,408.0,34.0,,2338.27,P90353,Single,task_data_1.csv,2020-11-27,2022-01-18,11.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
746,Dodge,1994,235.0,38.0,,1778.88,P61558,Married,task_data_1.csv,2019-02-02,2021-10-25,28.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
747,Chevrolet,2004,442.0,37.0,11855,1339.91,P01101,Married,task_data_1.csv,2019-05-09,2021-12-12,18.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
748,Audi,2011,352.0,84.0,7048124,717.84,P52697,Single,task_data_1.csv,2019-01-10,2022-01-16,11.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
749,Mercedes-Benz,2001,443.0,52.0,,1075.02,P65767,Single,task_data_1.csv,2020-10-20,2021-01-11,21.4,"[9.4, 35.4)",250+,"[50, 60)",0.22724628158004614
750,Aston Martin,2010,336.0,61.0,353254,0.0,P17895,Single,task_data_1.csv,2019-11-28,2021-08-11,12.4,"[9.4, 35.4)",250+,"[60, 70)",0.0
751,Acura,1994,139.0,48.0,32222,2158.48,P41107,Married,task_data_1.csv,2020-08-25,2021-08-19,28.4,"[9.4, 35.4)",100-250,"[40, 50)",0.9829086155088742
752,Volkswagen,2008,50.0,19.0,4611,252.26,P00788,Single,task_data_1.csv,2019-11-02,2021-02-10,14.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
753,Geo,1992,184.0,27.0,,1972.1,P33210,Single,task_data_1.csv,2019-02-20,2021-11-26,30.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
754,Dodge,1994,365.0,56.0,,66.46,P82284,Married,task_data_1.csv,2019-11-21,2021-05-10,28.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
755,Pontiac,1993,60.0,86.0,6700,1459.08,P25867,Single,task_data_1.csv,2019-03-10,2021-10-13,29.4,"[9.4, 35.4)",0-100,"[80, 90)",1.0
756,GMC,2005,425.0,51.0,,341.51,P33424,Married,task_data_1.csv,2019-11-12,2022-01-01,17.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
757,Nissan,2004,265.0,41.0,,1790.99,P48824,Single,task_data_1.csv,2020-04-02,2021-11-09,18.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
758,Buick,1990,201.0,58.0,2440176,1597.53,P44563,Married,task_data_1.csv,2020-07-18,2021-12-06,32.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
759,Mitsubishi,2002,63.0,78.0,4402,2488.82,P72473,Single,task_data_1.csv,2019-03-03,2021-02-01,20.4,"[9.4, 35.4)",0-100,"[70, 80)",1.0
760,Honda,1993,261.0,44.0,,496.38,P27397,Married,task_data_1.csv,2020-12-28,2021-05-04,29.4,"[9.4, 35.4)",250+,"[40, 50)",0.3477141898875405
761,Audi,2012,268.0,37.0,46547,1468.53,P44742,Married,task_data_1.csv,2020-07-01,2022-01-29,10.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
762,GMC,2004,247.0,30.0,,2425.94,P98851,Single,task_data_1.csv,2019-05-15,2021-04-26,18.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
763,Oldsmobile,1997,189.0,31.0,,331.28,P65578,Married,task_data_1.csv,2019-11-16,2021-09-22,25.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
764,Maserati,2005,446.0,23.0,252257,1494.91,P38456,Married,task_data_1.csv,2019-09-30,2021-08-01,17.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
765,Ford,1991,105.0,63.0,613641,1473.91,P01169,Single,task_data_1.csv,2020-08-27,2022-01-24,31.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
766,Mazda,1984,66.0,32.0,,809.63,P46525,Single,task_data_1.csv,2019-08-26,2021-06-03,38.4,"[35.4, 61.4)",0-100,"[30, 40)",1.0
767,Chevrolet,1998,458.0,22.0,4540379,1730.86,P78194,Single,task_data_1.csv,2020-03-05,2022-02-13,24.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
768,Lotus,1995,114.0,74.0,34000,0.0,P37539,Single,task_data_1.csv,2020-11-11,2021-12-14,27.4,"[9.4, 35.4)",100-250,"[70, 80)",0.0
769,Infiniti,2005,127.0,92.0,,1910.84,P68312,Single,task_data_1.csv,2020-02-16,2021-06-18,17.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
770,Volkswagen,2007,328.0,18.0,,1227.1,P54668,Single,task_data_1.csv,2020-09-15,2021-03-23,15.4,"[9.4, 35.4)",250+,"[20, 30)",0.517464424320828
771,Land Rover,2001,98.0,77.0,,986.72,P43468,Single,task_data_1.csv,2020-09-03,2022-01-26,21.4,"[9.4, 35.4)",0-100,"[70, 80)",1.0
772,Plymouth,1996,218.0,77.0,,1562.59,P09880,Single,task_data_1.csv,2019-04-24,2021-01-24,26.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
773,Hyundai,1994,456.0,56.0,5430236,2083.47,P17033,Married,task_data_1.csv,2019-11-30,2021-11-13,28.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
774,Mercury,1997,314.0,54.0,2860278,2221.96,P14071,Single,task_data_1.csv,2020-09-06,2021-08-29,25.4,"[9.4, 35.4)",250+,"[50, 60)",0.9774328014948972
775,Cadillac,2012,423.0,55.0,07309CEDEX,411.58,P65492,Single,task_data_1.csv,2020-02-10,2021-10-17,10.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
776,Ford,2000,313.0,59.0,V1A,1589.59,P26576,Married,task_data_1.csv,2019-05-04,2022-01-05,22.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
777,Hummer,1997,445.0,71.0,,359.49,P64129,Single,task_data_1.csv,2020-11-15,2021-08-05,25.4,"[9.4, 35.4)",250+,"[70, 80)",0.7200695428379775
778,Dodge,2000,64.0,38.0,,0.0,P58855,Single,task_data_1.csv,2020-08-28,2021-01-11,22.4,"[9.4, 35.4)",0-100,"[30, 40)",0.0
779,Chevrolet,2012,209.0,56.0,,1082.11,P55090,Married,task_data_1.csv,2020-05-01,2021-06-29,10.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
780,Bentley,2006,229.0,37.0,,1964.1,P19581,Married,task_data_1.csv,2020-08-08,2021-04-06,16.4,"[9.4, 35.4)",100-250,"[30, 40)",0.6598355886842303
781,Pontiac,1985,460.0,47.0,6671,372.3,P24725,Single,task_data_1.csv,2019-01-05,2022-01-10,37.4,"[35.4, 61.4)",250+,"[40, 50)",1.0
782,GMC,2005,171.0,91.0,9227,0.0,P65781,Single,task_data_1.csv,2019-05-17,2022-01-06,17.4,"[9.4, 35.4)",100-250,"[90, 100)",0.0
783,Mercedes-Benz,2002,276.0,58.0,,2238.84,P49443,Single,task_data_1.csv,2020-06-12,2021-08-21,20.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
784,Mazda,2006,108.0,61.0,182170,917.58,P01644,Single,task_data_1.csv,2019-08-08,2021-04-10,16.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
785,Volvo,1992,168.0,26.0,6414,2026.89,P32395,Married,task_data_1.csv,2019-05-26,2021-09-29,30.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
786,Mazda,2006,122.0,19.0,,1310.79,P63506,Married,task_data_1.csv,2020-03-24,2021-03-25,16.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
787,Chevrolet,2010,124.0,22.0,,329.53,P32599,Married,task_data_1.csv,2020-09-16,2021-01-29,12.4,"[9.4, 35.4)",100-250,"[20, 30)",0.36961744594344853
788,Toyota,2008,358.0,92.0,36131,2201.1,P63034,Married,task_data_1.csv,2019-03-12,2021-01-30,14.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
789,BMW,1989,297.0,72.0,,1865.23,P50200,Single,task_data_1.csv,2019-01-07,2021-08-15,33.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
790,Hyundai,2005,77.0,22.0,215662,2185.3,P86797,Single,task_data_1.csv,2019-12-20,2021-02-08,17.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
791,Lexus,2011,324.0,25.0,,79.32,P97524,Single,task_data_1.csv,2020-05-10,2021-05-26,11.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
792,Cadillac,2008,265.0,25.0,,430.18,P08348,Married,task_data_1.csv,2020-11-30,2021-09-22,14.4,"[9.4, 35.4)",250+,"[20, 30)",0.8104204740685983
793,Chevrolet,1995,140.0,46.0,37705CEDEX,2079.3,P07694,Married,task_data_1.csv,2020-06-13,2021-05-11,27.4,"[9.4, 35.4)",100-250,"[40, 50)",0.9089851263201846
794,Studebaker,1963,178.0,32.0,,320.47,P86729,Single,task_data_1.csv,2020-11-04,2022-02-16,59.4,"[35.4, 61.4)",100-250,"[30, 40)",1.0
795,Hummer,2008,434.0,24.0,,933.13,P80772,Single,task_data_1.csv,2020-04-05,2022-01-09,14.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
796,Dodge,1992,486.0,23.0,,1843.01,P85752,Single,task_data_1.csv,2020-05-13,2022-02-06,30.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
797,Volkswagen,1988,204.0,91.0,74120,573.29,P41468,Single,task_data_1.csv,2019-08-27,2021-05-25,34.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
